Species,ElementalState,ElementSymbol,PhysicalState,dHf0,S0,Cp,TK,TC,dH,dG,logK,dHmCl,dGmCl,dGStableCl
PbCl2(s),n,Pb,s,-286860,136.00,0.00,1500,1227,-363298.7983,-135573.2983,4.720968215,-181649.3991,-67786.64914,y
Al(s),y,Al,s,0,28.33,24.35,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
AlCl3(g),n,Al,g,-583200,140.00,0.00,1500,1227,-679455.5774,-345194.8274,12.02046295,-226485.1925,-115064.9425,y
AlCl3(s),n,Al,s,-704200,110.67,91.84,1500,1227,-690063.8974,-311808.1474,10.8578634,-230021.2991,-103936.0491,n
Ga(s),y,Ga,s,0,40.88,25.86,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
GaCl3(s),n,Ga,s,-524700,142.00,0.00,1500,1227,-622770.5974,-272684.8474,9.495501797,-207590.1991,-90894.94914,y
GaCl3(g),n,Ga,g,-447700,,0.00,1500,1227,-545770.5974,17315.15257,-0.60295269,-181923.5325,5771.717523,n
In(s),y,In,s,0,57.82,26.74,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
InCl3(g),n,In,g,-374000,,0.00,1500,1227,-473128.3574,115367.3926,-4.017352976,-157709.4525,38455.79752,y
InCl3(s),n,In,s,-537200,,0.00,1500,1227,-636328.3574,-47832.60743,1.665639342,-212109.4525,-15944.20248,n
Tl(s),y,Tl,s,0,64.18,26.32,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
TlCl3(s),n,Tl,s,-315100,,0.00,1500,1227,-413723.5174,184312.2326,-6.418167904,-137907.8391,61437.41086,y
Zn(s),y,Zn,s,0,41.63,25.40,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
ZnCl2(g),n,Zn,g,-266100,,0.00,1500,1227,-341288.7183,55666.78171,-1.938442971,-170644.3591,27833.39086,y
ZnCl2(s),n,Zn,s,-415050,111.46,71.34,1500,1227,-404488.0383,-174722.5383,6.084233106,-202244.0191,-87361.26914,n
Cd(s),y,Cd,s,0,51.76,25.98,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
CdCl2(s),n,Cd,s,-391500,115.27,74.68,1500,1227,-377620.5183,-138375.0183,4.818530429,-188810.2591,-69187.50914,y
Hg(l),y,Hg,l,0,76.02,27.98,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
HgCl2(s),n,Hg,s,-224300,146.00,0.00,1500,1227,-302593.4843,-73052.98429,2.543869783,-151296.7421,-36526.49214,y
Ag(s),y,Ag,s,0,42.55,25.35,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
AgCl(s),n,Ag,s,-127068,96.20,50.79,1500,1227,-118818.0791,-32037.82914,1.115629515,-118818.0791,-32037.82914,y
AgCl(g),n,Ag,g,,245.92,35.86,1500,1227,-9695.939144,-147495.6891,5.136132772,-9695.939144,-147495.6891,n
Au(s),y,Au,s,0,46.40,25.42,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
AuCl(s),n,Au,s,197000,,0.00,1500,1227,144118.6049,380973.8549,-13.26636943,144118.6049,380973.8549,y
Pd(s),y,Pd,s,0,37.57,25.98,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
PdCl2(s),n,Pd,s,-198700,,0.00,1500,1227,-274585.8783,116279.6217,-4.049118854,-137292.9391,58139.81086,y
Rh(s),y,Rh,s,0,31.51,24.98,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
RhCl3(g),n,Rh,g,67,,0.00,1500,1227,-7783.878287,373991.6217,-13.02323231,-3891.939144,186995.8109,n
RhCl3(s),n,Rh,s,-299,,0.00,1500,1227,-373883.8783,7891.621713,-0.274804078,-186941.9391,3945.810856,y
Ru(s),y,Ru,s,0,28.53,24.06,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
RuCl4(g),n,Ru,g,-51900,,0.00,1500,1227,-170135.9566,541680.0434,-18.8625216,-42533.98914,135420.0109,y
RuCl3(g),n,Ru,g,-1300,,0.00,1500,1227,-97206.99743,447353.7526,-15.57786728,-32402.33248,149117.9175,n
RuCl3(s),n,Ru,s,-205000,,0.00,1500,1227,-300906.9974,243653.7526,-8.484573555,-100302.3325,81217.91752,n
Pt(s),y,Pt,s,0,41.63,25.86,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
PtCl4(s),n,Pt,s,-231800,,0.00,1500,1227,-352199.5566,379266.4434,-13.20691351,-88049.88914,94816.61086,y
Ir(s),y,Ir,s,0,35.48,25.10,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
IrCl3(s),n,Ir,s,-245600,,0.00,1500,1227,-342757.0774,212228.6726,-7.390281348,-114252.3591,70742.89086,y
Os(s),y,Os,s,0,32.60,24.70,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
OsCl4(g),n,Os,g,-79000,,0.00,1500,1227,-198005.2366,519915.7634,-18.10464026,-49501.30914,129978.9409,y
OsCl4(s),n,Os,s,-254800,,0.00,1500,1227,-373805.2366,344115.7634,-11.9828875,-93451.30914,86028.94086,n
Re(s),y,Re,s,0,36.86,25.48,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
ReCl5(g),n,Re,g,-318000,,0.00,1500,1227,-460271.7557,431294.4943,-15.01864766,-92054.35114,86258.89886,y
ReCl5(g),n,Re,s,-372000,,0.00,1500,1227,-514271.7557,377294.4943,-13.13824579,-102854.3511,75458.89886,n
Mo(s),y,Mo,s,0,28.66,24.06,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
MoCl4(g),n,Mo,g,-377000,,0.00,1500,1227,-495235.9566,216775.0434,-7.548596241,-123808.9891,54193.76086,n
MoCl4(s),n,Mo,s,-480000,,0.00,1500,1227,-598235.9566,113775.0434,-3.961903786,-149558.9891,28443.76086,n
MoCl5(s),n,Mo,s,-527200,,0.00,1500,1227,-667764.9157,211501.3343,-7.364953787,-133552.9831,42300.26686,y
W(s),y,W,s,0,32.64,24.27,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
WCl4(g),n,W,g,-305000,,0.00,1500,1227,-423488.3766,294492.6234,-10.25489777,-105872.0941,73623.15586,n
WCl4(s),n,W,s,-496000,,0.00,1500,1227,-614488.3766,103492.6234,-3.603846715,-153622.0941,25873.15586,n
WCl5(g),n,W,g,-421700,,0.00,1500,1227,-562517.3357,322718.9143,-11.23780092,-112503.4671,64543.78286,y
WCl5(s),n,W,s,-496200,,0.00,1500,1227,-637017.3357,248218.9143,-8.643542789,-127403.4671,49643.78286,n
V(s),y,V,s,0,28.91,24.89,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
VCl2(g),n,V,g,-256500,,0.00,1500,1227,-331075.6983,46799.80171,-1.629674716,-165537.8491,23399.90086,n
VCl2(s),n,V,s,-452000,97.10,72.22,1500,1227,-439767.2583,-207541.7583,7.227072415,-219883.6291,-103770.8791,n
VCl4(g),n,V,g,-525000,362.40,96.20,1500,1227,-528601.2166,-359815.2166,12.52957789,-132150.3041,-89953.80414,y
Nb(s),y,Nb,s,0,36.40,24.60,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
NbCl5(g),n,Nb,g,-703700,400.56,120.83,1500,1227,-699676.3357,-409640.0857,14.26459228,-139935.2671,-81928.01714,y
NbCl5(s),n,Nb,s,-797500,210.50,148.10,1500,1227,-760697.7957,-185571.5457,6.46202003,-152139.5591,-37114.30914,n
Ta(s),y,Ta,s,0,41.51,25.36,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
TaCl4(g),n,Ta,g,-560700,,0.00,1500,1227,-680498.5566,50787.44343,-1.7685334,-170124.6391,12696.86086,y
TaCl4(s),n,Ta,s,-701700,,0.00,1500,1227,-821498.5566,-90212.55657,3.141404816,-205374.6391,-22553.13914,n
Ti(s),y,Ti,s,0,30.63,25.02,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
TiCl4(g),n,Ti,g,-763200,354.90,95.40,1500,1227,-767919.0766,-585303.0766,20.38157407,-191979.7691,-146325.7691,y
TiCl4(l),n,Ti,l,-804200,252.34,145.18,1500,1227,-749083.5166,-412627.5166,14.36862137,-187270.8791,-103156.8791,n
Zr(s),y,Zr,s,0,38.99,25.36,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
ZrCl4(g),n,Zr,g,-870300,368.30,98.28,1500,1227,-871965.9966,-696909.9966,24.2679789,-217991.4991,-174227.4991,y
ZrCl4(s),n,Zr,s,-980520,181.60,119.79,1500,1227,-956330.9766,-501224.9766,17.45378488,-239082.7441,-125306.2441,n
Hf(s),y,Hf,s,0,43.56,25.73,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
HfCl4(g),n,Hf,g,-884000,,0.00,1500,1227,-1004243.297,-269882.2966,9.397910651,-251060.8241,-67470.57414,n
HfCl(s),n,Hf,s,-990350,190.80,120.50,1500,1227,-965752.2966,-517591.2966,18.02369707,-241438.0741,-129397.8241,y
Sc(s),y,Sc,s,0,34.64,25.52,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
ScCl3(s),n,Sc,s,-925000,,0.00,1500,1227,-1022661.917,-468936.1674,16.32941567,-340887.3058,-156312.0558,y
Y(s),y,Y,s,0,44.43,26.53,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
YCl3(s),n,Y,s,-1000000,,0.00,1500,1227,-1098875.937,-530465.1874,18.47199501,-366291.9791,-176821.7291,n
YCl3(g),n,Y,g,-750200,,75.00,1500,1227,-758925.9374,-190515.1874,6.634168791,-252975.3125,-63505.06248,y
Lu(s),y,Lu,s,0,50.96,26.86,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
LuCl3(s),n,Lu,s,-945600,,0.00,1500,1227,-1044872.597,-466666.8474,16.25039283,-348290.8658,-155555.6158,n
LuCl3(g),n,Lu,g,-649000,,0.00,1500,1227,-748272.5974,-170066.8474,5.922111443,-249424.1991,-56688.94914,y
Yb(s),y,Yb,s,0,59.87,26.74,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
YbCl2(s),n,Yb,s,-799600,,0.00,1500,1227,-876399.3983,-452083.8983,15.74258163,-438199.6991,-226041.9491,y
YbCl3(s),n,Yb,s,-959800,,0.00,1500,1227,-1058928.357,-467357.6074,16.27444665,-352976.1191,-155785.8691,n
Tm(s),y,Tm,s,0,74.01,27.03,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
TmCl2(s),n,Tm,s,-987,,0.00,1500,1227,-1063747.978,-618222.4783,21.52790193,-531873.9891,-309111.2391,y
Er(s),y,Er,s,0,73.18,28.12,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
ErCl3(s),n,Er,s,-998700,,0.00,1500,1227,-1099487.117,-487951.3674,16.99156785,-366495.7058,-162650.4558,n
ErCl3(g),n,Er,g,-699000,,0.00,1500,1227,-799787.1174,-188251.3674,6.55533747,-266595.7058,-62750.45581,y
Ho(s),y,Ho,s,0,75.30,27.15,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
HoCl3(s),n,Ho,s,-1005400,,0.00,1500,1227,-1105021.177,-490305.4274,17.07354153,-368340.3925,-163435.1425,n
HoCl3(g),n,Ho,g,-703000,,0.00,1500,1227,-802621.1774,-187905.4274,6.543291058,-267540.3925,-62635.14248,y
Dy(s),y,Dy,s,0,74.77,28.16,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
DyCl3(s),n,Dy,s,-1000000,,0.00,1500,1227,-1100835.197,-486914.4474,16.95545995,-366945.0658,-162304.8158,y
Tb(s),y,Tb,s,0,73.22,28.91,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
TbCl3(s),n,Tb,s,-997000,,0.00,1500,1227,-1098736.697,-487140.9474,16.96334719,-366245.5658,-162380.3158,y
Gd(s),y,Gd,s,0,68.07,37.04,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
GdCl3(s),n,Gd,s,-1008000,,0.00,1500,1227,-1097179.998,-660564.4983,23.00234663,-548589.9991,-330282.2491,y
Eu(s),y,Eu,s,0,77.78,27.66,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
EuCl2(s),n,Eu,s,-824000,,0.00,1500,1227,-901905.2383,-450724.7383,15.69525261,-450952.6191,-225362.3691,n
EuCl2(g),n,Eu,g,-460000,,0.00,1500,1227,-537905.2383,-86724.73829,3.019951112,-268952.6191,-43362.36914,y
Sm(s),y,Sm,s,0,69.58,29.54,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
SmCl2(s),n,Sm,s,-815500,,0.00,1500,1227,-895664.9983,-456784.4983,15.90626713,-447832.4991,-228392.2491,y
SmCl3(s),n,Sm,s,-1025900,,0.00,1500,1227,-1128393.957,-522258.2074,18.18620944,-376131.3191,-174086.0691,n
Nd(s),y,Nd,s,0,71.50,27.45,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
NdCl3(s),n,Nd,s,-1041000,,113.00,1500,1227,-982826.8183,-541066.3183,18.84115031,-491413.4091,-270533.1591,n
NdCl3(g),n,Nd,g,-724000,,0.00,1500,1227,-801652.8183,-359892.3183,12.53226275,-400826.4091,-179946.1591,y
Pr(s),y,Pr,s,0,73.20,27.20,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
PrCl3(s),n,Pr,s,-1072700,,0.00,1500,1227,-1172381.277,-560815.5274,19.52886234,-390793.7591,-186938.5091,y
Ce(s),y,Ce,s,0,72.00,26.94,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
CeCl3(s),n,Ce,s,-1053500,,0.00,1500,1227,-1152868.757,-543103.0074,18.91207242,-384289.5858,-181034.3358,y
La(s),y,La,s,0,56.90,27.11,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
LaCl3(s),n,La,s,-1071100,,108.80,1500,1227,-1039895.497,-452779.7474,15.76681266,-346631.8325,-150926.5825,y
LaCl3(g),n,La,g,-741,,0.00,1500,1227,-840573.0974,-253457.3474,8.825956853,-280191.0325,-84485.78248,n
U(s),y,U,s,0,50.21,27.67,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
UCl4(s),n,U,s,-1019200,197.10,122.01,1500,1227,-995113.1466,-546427.1466,19.02782645,-248778.2866,-136606.7866,n
UCl4(g),n,U,g,-809600,419.00,0.00,1500,1227,-932169.1666,-816333.1666,28.4265632,-233042.2916,-204083.2916,y
UCl4(s),n,U,s,-1092000,285.80,175.70,1500,1227,-205182.3549,444964.1451,-15.49465575,-34197.05914,74160.69086,n
UCl4(g),n,U,g,-1013000,431.00,0.00,1500,1227,-337373.7549,94972.74514,-3.307165325,-56228.95914,15828.79086,n
Pa(s),y,Pa,s,0,51.90,0.00,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
PaCl4(s),n,Pa,s,-1043000,,0.00,1500,1227,-1132315.837,-385444.8366,13.4220591,-283078.9591,-96361.20914,y
Th(s),y,Th,s,0,53.39,27.32,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
ThCl4(s),n,Th,s,-1186600,190.40,0.00,1500,1227,-1308754.477,-845248.4766,29.43345956,-327188.6191,-211312.1191,n
ThCl4(g),n,Th,g,-966100,397.50,101.70,1500,1227,-966011.0766,-813155.0766,28.31589494,-241502.7691,-203288.7691,y
Be(s),y,Be,s,0,9.50,16.44,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
BeCl2(s),n,Be,s,-495800,75.81,62.43,1500,1227,-485177.9383,-250132.4383,8.710176013,-242588.9691,-125066.2191,y
BeCl2(g),n,Be,g,-358600,,0.00,1500,1227,-423018.7983,-74258.29829,2.585841536,-211509.3991,-37129.14914,n
Mg(s),y,Mg,s,0,32.68,24.89,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
MgCl2(s),n,Mg,s,-641320,89.62,71.38,1500,1227,-630096.9383,-380996.4383,13.26715583,-315048.4691,-190498.2191,n
MgCl2(g),n,Mg,g,-400400,,0.00,1500,1227,-474975.6983,-91445.19829,3.184328183,-237487.8491,-45722.59914,y
Ca(s),y,Ca,s,0,41.42,25.31,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
CaCl2(s),n,Ca,s,-795800,104.60,72.59,1500,1227,-783627.3583,-543886.8583,18.93936788,-391813.6791,-271943.4291,n
CaCl2(g),n,Ca,g,-471500,290.27,59.33,1500,1227,-475265.8783,-514030.3783,17.89969786,-237632.9391,-257015.1891,y
Sr(s),y,Sr,s,0,52.30,26.40,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
SrCl2(s),n,Sr,s,-828900,114.85,75.60,1500,1227,-814419.5183,-573734.0183,19.97871335,-407209.7591,-286867.0091,n
SrCl2(g),n,Sr,g,-485800,310.81,55.77,1500,1227,-495155.1783,-548409.6783,19.09686268,-247577.5891,-274204.8391,y
Ba(s),y,Ba,s,0,62.80,28.07,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
BaCl2(s),n,Ba,s,-858600,123.68,75.14,1500,1227,-846679.7783,-603489.2783,21.01485866,-423339.8891,-301744.6391,n
BaCl2(g),n,Ba,g,-525900,325.29,56.19,1500,1227,-536757.6783,-595982.1783,20.75344449,-268378.8391,-297991.0891,y
Li(s),y,Li,s,0,29.12,24.77,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
LiCl(s),n,Li,s,-408610,59.33,47.99,1500,1227,-403028.5191,-281088.2691,9.788127906,-403028.5191,-281088.2691,n
LiCl(g),n,Li,g,-195400,212.82,33.22,1500,1227,-207572.0591,-315872.8091,10.99940409,-207572.0591,-315872.8091,y
Na(s),y,Na,s,0,51.21,28.24,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
NaCl(s),n,Na,s,-411153,72.13,50.50,1500,1227,-406725.4391,-270850.1891,9.431614855,-406725.4391,-270850.1891,n
NaCl(g),n,Na,g,-176650,229.81,35.77,1500,1227,-189927.8991,-290572.6491,10.11839542,-189927.8991,-290572.6491,y
K(s),y,K,s,0,64.18,29.58,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
KCl(s),n,K,s,-436747,82.59,51.30,1500,1227,-432968.5191,-293328.2691,10.21435233,-432968.5191,-293328.2691,n
KCl(g),n,K,g,-214140,239.10,36.48,1500,1227,-228175.1591,-323299.9091,11.25803248,-228175.1591,-323299.9091,y
Rb(s),y,Rb,s,0,76.78,31.06,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
RbCl(s),n,Rb,s,-435350,95.90,52.38,1500,1227,-432054.7231,-293479.4731,10.21961759,-432054.7231,-293479.4731,n
RbCl(g),n,Rb,g,-228900,249.56,36.82,1500,1227,-244307.8431,-336222.5931,11.7080295,-244307.8431,-336222.5931,y
Cs(s),y,Cs,s,0,85.23,32.17,1500,1227,0,0,0,#DIV/0!,#DIV/0!,n
CsCl(s),n,Cs,s,-443040,101.17,52.47,1500,1227,-440968.3591,-297623.1091,10.36390835,-440968.3591,-297623.1091,n
CsCl(g),n,Cs,g,-240200,255.96,36.94,1500,1227,-256795.4191,-345635.1691,12.03579664,-256795.4191,-345635.1691,y
Ar(g),y,Ar,g,0,154.73,20.79,800,527,0,0,0,#DIV/0!,#DIV/0!,n
Cl(g),n,Cl,g,121286,165.07,22.33,800,527,123291.8085,80437.80852,-5.251923804,123291.8085,80437.80852,n
Cl2(g),y,Cl,g,0,223.01,36.66,800,527,0,0,0,0,0,n
Fe(s),y,Fe,s,0,27.28,30.68,800,527,0,0,0,#DIV/0!,#DIV/0!,n
Fe(g),n,Fe,g,415887,180.85,22.18,800,527,411619.451,288767.451,-18.85412691,#DIV/0!,#DIV/0!,n
FeCl(g),n,Fe,g,251040,257.47,39.84,800,527,246435.5663,151485.5663,-9.890754934,246435.5663,151485.5663,n
FeCl2(s),n,Fe,s,-341800,118.00,76.70,800,527,-337100.269,-231270.669,15.10006245,-168550.1345,-115635.3345,n
FeCl2(l),n,Fe,l,-311328,139.90,102.17,800,527,-293840.823,-205528.023,13.41928051,-146920.4115,-102764.0115,n
FeCl2(g),n,Fe,g,-141001,299.17,61.73,800,527,-143816.1183,-182921.7183,11.94327573,-71908.05914,-91460.85914,n
Fe2Cl4(g),n,Fe,g,-431370,464.38,132.09,800,527,-432667.3417,-403713.7417,26.35916927,-108166.8354,-100928.4354,n
FeCl3(l),n,Fe,l,-362228,201.72,133.89,800,527,-338021.3477,-209965.7477,13.70902724,-112673.7826,-69988.58255,n
FeCl3(g),n,Fe,g,-253132,344.11,82.30,800,527,-254820.9444,-240672.5444,15.71392717,-84940.31481,-80224.18147,y
Fe2Cl6(g),n,Fe,g,-654378,537.02,181.52,800,527,-649263.1875,-500011.1875,32.64659625,-108210.5313,-83335.19792,n
Cr(s),y,Cr,s,0,23.64,27.88,800,527,0,0,0,#DIV/0!,#DIV/0!,n
Cr(g),n,Cr,g,397480,174.20,20.78,800,527,393913.8965,273467.1765,-17.85514549,#DIV/0!,#DIV/0!,n
CrCl2(l),n,Cr,l,-363171,144.92,83.23,800,527,-353790.2327,-272407.3527,17.78594776,-176895.1164,-136203.6764,n
CrCl2(s),n,Cr,s,-395400,115.30,79.56,800,527,-387859.1198,-282781.8398,18.46331598,-193929.5599,-141390.9199,n
CrCl2(g),n,Cr,g,-120307,322.49,55.17,800,527,-125011.205,-185686.725,12.12380781,-62505.60248,-92843.36248,n
CrCl3(s),n,Cr,s,-556472,123.01,112.47,800,527,-541615.3319,-353503.2519,23.08083944,-180538.444,-117834.4173,n
CrCl3(g),n,Cr,g,-292521,353.26,82.81,800,527,-292551.6841,-288638.0041,18.84567509,-97517.22802,-96212.66802,y
CrCl4(g),n,Cr,g,-427000,,,800,527,-477802.6784,-102079.7984,6.6649668,-119450.6696,-25519.94961,n
H2(g),y,H,g,0,130.70,28.80,800,527,0,0,0,#DIV/0!,#DIV/0!,n
HCl(g),n,H,g,-92300,186.90,29.10,800,527,-94122.05468,-102159.2547,6.670154637,-94122.05468,-102159.2547,y
Ni(s),y,Ni,s,0,29.90,26.10,800,527,0,0,0,#DIV/0!,#DIV/0!,n
Ni(g),n,Ni,g,429700,182.20,23.40,800,527,428344.6,306504.6,-20.01221608,#DIV/0!,#DIV/0!,n
NiCl2(s),n,Ni,s,-305300,97.70,71.70,800,527,-300811.7094,-176646.1094,11.53353036,-150405.8547,-88323.05468,y
NiCl2(l),n,Ni,l,,,0.00,800,527,0,0,0,#DIV/0!,#DIV/0!,n
NiCl2(g),n,Ni,g,,,0.00,800,527,0,0,0,#DIV/0!,#DIV/0!,n
NiCl3(s),n,Ni,s,,,0.00,800,527,0,0,0,#DIV/0!,#DIV/0!,n
NiCl3(g),n,Ni,g,,,0.00,800,527,0,0,0,#DIV/0!,#DIV/0!,n
NiCl4(s),n,Ni,s,,,0.00,800,527,0,0,0,#DIV/0!,#DIV/0!,n
NiCl4(g),n,Ni,g,,,0.00,800,527,0,0,0,#DIV/0!,#DIV/0!,n
Co(s),y,Co,s,0,30.00,24.80,800,527,0,0,0,#DIV/0!,#DIV/0!,n
Co(g),n,Co,g,424700,179.50,230.00,800,527,527710.4,408110.4,-26.6462347,#DIV/0!,#DIV/0!,n
CoCl2(s),n,Co,s,-312500,109.20,78.50,800,527,-303945.5094,-188899.9094,12.33360218,-151972.7547,-94449.95468,y
Mn(s),y,Mn,s,0,32.00,26.30,800,527,0,0,0,#DIV/0!,#DIV/0!,n
Mn(g),n,Mn,g,280700,173.70,20.80,800,527,277939,164579,-10.74564789,#DIV/0!,#DIV/0!,n
MnCl2(s),n,Mn,s,-481300,118.20,72.90,800,527,-476309.7094,-366864.1094,23.95319296,-238154.8547,-183432.0547,y
MnCl2(g),n,Mn,g,-263600,,0.00,800,527,-295205.5094,-91199.90936,5.954600004,-147602.7547,-45599.95468,n
Cu(s),y,Cu,s,0,33.20,24.40,800,527,0,0,0,#DIV/0!,#DIV/0!,n
Cu(g),n,Cu,g,337400,166.40,20.70,800,527,335542.6,228982.6,-14.95067046,#DIV/0!,#DIV/0!,n
CuCl2(s),n,Cu,s,-220100,108.10,71.90,800,527,-214657.9094,-96172.30936,6.27925661,-107328.9547,-48086.15468,n
CuCl(s),n,Cu,s,-137200,86.20,48.50,800,527,-134303.2547,-87500.45468,5.713056202,-134303.2547,-87500.45468,y
Ti(s),y,Ti,s,0,30.70,25.00,800,527,0,0,0,#DIV/0!,#DIV/0!,n
Ti(g),n,Ti,g,473000,180.30,24.40,800,527,472698.8,353018.8,-23.04920874,#DIV/0!,#DIV/0!,n
TiCl2(s),n,Ti,s,-513800,87.40,69.80,800,527,-509713.3094,-376667.7094,24.59328698,-254856.6547,-188333.8547,n
TiCl4(g),n,Ti,g,-763200,353.20,95.40,800,527,-764665.0187,-665853.8187,43.47474882,-191166.2547,-166463.4547,y
Sb(s),y,Sb,s,0,45.69,25.23,800,527,0,0,0,#DIV/0!,#DIV/0!,n
SbCl3(s),n,Sb,s,-382170,184.10,107.90,800,527,-368274.024,-211393.624,13.80225576,-122758.008,-70464.54135,n
SbCl3(g),n,Sb,g,-313800,337.80,76.69,800,527,-315571.444,-281651.044,18.38948437,-105190.4813,-93883.68135,y
As(s),y,As,s,0,35.10,24.64,800,527,0,0,0,#DIV/0!,#DIV/0!,n
AsCl3(g),n,As,g,-261500,327.17,75.73,800,527,-263457.184,-229504.784,14.98476476,-87819.06135,-76501.59468,y
Bi(s),y,Bi,s,0,56.74,25.52,800,527,0,0,0,#DIV/0!,#DIV/0!,n
BiCl3(g),n,Bi,g,-379100,177.00,105.00,800,527,-366805.404,-195405.004,12.75833108,-122268.468,-65135.00135,y
Si(s),y,Si,s,0,18.83,20.00,800,527,0,0,0,#DIV/0!,#DIV/0!,n
SiCl2(g),n,Si,g,-165640,280.40,50.88,800,527,-168541.1494,-199391.5494,13.01861952,-84270.57468,-99695.77468,n
SiCl4(g),n,Si,g,-657010,330.73,90.25,800,527,-658550.3187,-551259.1187,35.99266242,-164637.5797,-137814.7797,y
Ge(s),y,Ge,s,0,31.09,23.35,800,527,0,0,0,#DIV/0!,#DIV/0!,n
GeCl(g),n,Ge,g,155180,247.00,36.86,800,527,152762.0713,69236.87132,-4.520595219,152762.0713,69236.87132,n
GeCl4(g),n,Ge,g,-495800,347.72,96.11,800,527,-496078.7927,-392571.5927,25.63167907,-124019.6982,-98142.89818,y
Sn(s),y,Sn,s,0,51.55,26.99,800,527,0,0,0,#DIV/0!,#DIV/0!,n
SnCl4(g),n,Sn,g,-471500,365.80,98.30,800,527,-472508.1987,-367096.9987,23.96839871,-118127.0497,-91774.24968,y
Pb(s),y,Pb,s,0,64.81,26.44,800,527,0,0,0,#DIV/0!,#DIV/0!,n
PbCl2(s),n,Pb,s,-286860,136.00,0.00,800,527,-318535.7894,-197082.1894,12.86783741,-159267.8947,-98541.09468,y
Al(s),y,Al,s,0,28.33,24.35,800,527,0,0,0,#DIV/0!,#DIV/0!,n
AlCl3(g),n,Al,g,-583200,140.00,0.00,800,527,-623028.064,-444755.664,29.03886744,-207676.0213,-148251.888,y
AlCl3(s),n,Al,s,-704200,110.67,91.84,800,527,-697924.384,-496187.984,32.39697268,-232641.4613,-165395.9947,n
Ga(s),y,Ga,s,0,40.88,25.86,800,527,0,0,0,#DIV/0!,#DIV/0!,n
GaCl3(s),n,Ga,s,-524700,142.00,0.00,800,527,-565286.084,-378573.684,24.71773137,-188428.6947,-126191.228,y
GaCl3(g),n,Ga,g,-447700,,0.00,800,527,-488286.084,-187973.684,12.27312733,-162762.028,-62657.89468,n
In(s),y,In,s,0,57.82,26.74,800,527,0,0,0,#DIV/0!,#DIV/0!,n
InCl3(g),n,In,g,-374000,,0.00,800,527,-415027.844,-101163.444,6.605136436,-138342.6147,-33721.14802,y
InCl3(s),n,In,s,-537200,,0.00,800,527,-578227.844,-264363.444,17.26074703,-192742.6147,-88121.14802,n
Tl(s),y,Tl,s,0,64.18,26.32,800,527,0,0,0,#DIV/0!,#DIV/0!,n
